songid,week,total_weeks,cum_week,performer,song,genre,trackid,url,album,explicit,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Ballin'Mustard Featuring Roddy Ricch,42,22,13,Mustard Featuring Roddy Ricch,Ballin',"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3QzAOrNlsabgbMwlZt7TAY,,Perfect Ten,TRUE,180434,89,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
Beautiful PeopleEd Sheeran Featuring Khalid,42,24,16,Ed Sheeran Featuring Khalid,Beautiful People,"['pop', 'uk pop']",4evmHXcjt3bTUHD1cvny97,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=b8d3901151d34489a160e3cf0ab1fa94,Beautiful People (feat. Khalid),FALSE,197866,90,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
CallaitaBad Bunny & Tainy,42,20,19,Bad Bunny & Tainy,Callaita,"['latin', 'reggaeton', 'trap latino']",2TH65lNHgvLxCKXM3apjxI,https://p.scdn.co/mp3-preview/23c0b25cf824c1bfd7a814fe7cd1264c31a5a9dc?cid=b8d3901151d34489a160e3cf0ab1fa94,Callaita,TRUE,250533,91,0.61,0.624,2,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,4
Cash ShitMegan Thee Stallion Featuring DaBaby,42,20,17,Megan Thee Stallion Featuring DaBaby,Cash Shit,"['houston rap', 'pop', 'pop rap', 'trap queen']",2rMAtCaTj16NptyVfEIeAC,https://p.scdn.co/mp3-preview/887df8fd3f1a55e6b707e48ac3760d6e8c118184?cid=b8d3901151d34489a160e3cf0ab1fa94,Fever,TRUE,192539,81,0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028,4
Dancing With A StrangerSam Smith & Normani,42,45,40,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
GoodbyesPost Malone Featuring Young Thug,42,21,15,Post Malone Featuring Young Thug,Goodbyes,"['dfw rap', 'melodic rap', 'rap']",0t3ZvGKlmYmVsDzBJAXK8C,,Hollywood's Bleeding,TRUE,174853,91,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,4
How Do You Sleep?Sam Smith,42,20,13,Sam Smith,How Do You Sleep?,"['pop', 'post-teen pop', 'uk pop']",6b2RcmUt1g9N9mQ3CbjX2Y,,How Do You Sleep?,FALSE,202204,92,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,5
I Don't CareEd Sheeran & Justin Bieber,42,30,23,Ed Sheeran & Justin Bieber,I Don't Care,"['pop', 'uk pop']",3HVWdVOQ0ZA45FuZGSfvns,https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=b8d3901151d34489a160e3cf0ab1fa94,I Don't Care (with Justin Bieber),FALSE,219946,90,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4
I Don't Know About YouChris Lane,42,20,15,Chris Lane,I Don't Know About You,['contemporary country'],3yOs8FffuG6hPbzQG9lIqV,https://p.scdn.co/mp3-preview/cd9770406745703e8927b26b58e64af577cdcb9c?cid=b8d3901151d34489a160e3cf0ab1fa94,Laps Around The Sun,FALSE,207933,75,0.593,0.81,1,-5.733,1,0.0625,0.602,0,0.119,0.712,144.011,4
LalalaY2K & bbno$,42,21,16,Y2K & bbno$,Lalala,['pop rap'],51Fjme0JiitpyXKuyQiCDo,https://p.scdn.co/mp3-preview/3fa108534da58a2782b9c60b1c3a2d0aa18fb451?cid=b8d3901151d34489a160e3cf0ab1fa94,Lalala,TRUE,160626,92,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4
Money In The GraveDrake Featuring Rick Ross,42,23,18,Drake Featuring Rick Ross,Money In The Grave,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5ry2OE6R2zPQFDO85XkgRb,,The Best In The World Pack,TRUE,205426,89,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,4
My TypeSaweetie,42,20,16,Saweetie,My Type,"['cali rap', 'pop', 'pop rap', 'trap queen']",5KBARWIxeMGkvUax9VtVC9,https://p.scdn.co/mp3-preview/7a97ae9661d1c1acefeccf2b356435e722f547ae?cid=b8d3901151d34489a160e3cf0ab1fa94,ICY,TRUE,126446,81,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4
No GuidanceChris Brown Featuring Drake,42,28,19,Chris Brown Featuring Drake,No Guidance,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6XHVuErjQ4XNm6nDPVCxVX,https://p.scdn.co/mp3-preview/7c3bc7b4d1741a001463b570fe29f922d9c42bd6?cid=b8d3901151d34489a160e3cf0ab1fa94,Indigo,TRUE,260640,87,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,4
Old Town RoadLil Nas X Featuring Billy Ray Cyrus,42,42,33,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,"['country rap', 'lgbtq+ hip hop', 'pop rap']",2YpeDb67231RjR0MgVLzsG,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,157066,91,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
One Thing RightMarshmello & Kane Brown,42,23,17,Marshmello & Kane Brown,One Thing Right,"['brostep', 'progressive electro house']",4hPpVbbakQNv8YTHYaOJP4,https://p.scdn.co/mp3-preview/86a860d6266e657a2a47b7c2266a9a98c1ba564d?cid=b8d3901151d34489a160e3cf0ab1fa94,One Thing Right,FALSE,181823,86,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,4
Only HumanJonas Brothers,42,27,18,Jonas Brothers,Only Human,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",0DiDStADDVh3SvAsoJAFMk,,Happiness Begins,FALSE,183000,88,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,4
PaniniLil Nas X,42,26,17,Lil Nas X,Panini,"['country rap', 'lgbtq+ hip hop', 'pop rap']",6fTt0CH2t0mdeB2N9XFG5r,https://p.scdn.co/mp3-preview/8871fb467ee763bec16fe5260c103a1bb9e852d4?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,114893,85,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4
Prayed For YouMatt Stell,42,20,11,Matt Stell,Prayed For You,"['arkansas country', 'contemporary country', 'country pop']",4j6GMcVcqZf1r0GDqMtYp6,https://p.scdn.co/mp3-preview/b8c1e07200c9943a5f7edc8777fadede79f9e64b?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere But On,FALSE,210373,74,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64E-06,0.113,0.57,140.032,4
SenoritaShawn Mendes & Camila Cabello,42,26,17,Shawn Mendes & Camila Cabello,Senorita,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",0TK2YIli7K1leLovkQiNik,,Se±orita,FALSE,190960,94,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
Someone You LovedLewis Capaldi,42,32,23,Lewis Capaldi,Someone You Loved,"['pop', 'uk pop']",7qEHsqek33rTcFNT9PFqLf,,Divinely Uninspired To A Hellish Extent,FALSE,182160,96,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
SuckerJonas Brothers,42,38,33,Jonas Brothers,Sucker,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",22vgEDb5hykfaTwLuskFGD,,Happiness Begins,FALSE,181026,87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4
SugeDaBaby,42,35,29,DaBaby,Suge,"['nc hip hop', 'rap']",2gwkD6igEhQbDQegRCcdoB,,Baby On Baby,TRUE,163320,88,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4
TalkKhalid,42,43,36,Khalid,Talk,"['alternative r&b', 'pop']",6TqXcAFInzjp0bODyvrWEq,https://p.scdn.co/mp3-preview/2fb54a9c23ec3124319df5739aa081bf9183fa8b?cid=b8d3901151d34489a160e3cf0ab1fa94,Free Spirit,FALSE,197573,84,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4
The Git UpBlanco Brown,42,20,19,Blanco Brown,The Git Up,['country rap'],2KKijf6Ett4kmVNJze2roh,https://p.scdn.co/mp3-preview/bf19add55f2da6c1095f0d2a5fc47fdf0c6c0634?cid=b8d3901151d34489a160e3cf0ab1fa94,Honeysuckle & Lightning Bugs,FALSE,200593,82,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,4
TimeNF,42,20,13,NF,Time,"['hip hop', 'pop rap', 'rap']",6MxMqCgqmekcr0VwSU7AVH,,The Search,FALSE,240428,79,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,4
Tip Of My TongueKenny Chesney,42,20,14,Kenny Chesney,Tip Of My Tongue,"['contemporary country', 'country', 'country road']",40ufL61vEaDaaOitYhnlQ7,https://p.scdn.co/mp3-preview/1aaa3d8e7f79f50d2b795aac98f972667fe4565c?cid=b8d3901151d34489a160e3cf0ab1fa94,Tip of My Tongue,FALSE,199413,74,0.669,0.559,5,-5.003,1,0.0251,0.0805,0,0.0703,0.491,95.001,4
TrampolineSHAED,42,29,20,SHAED,Trampoline,"['electropop', 'pop']",1iQDltZqI7BXnHrFy4Qo1k,,Trampoline (with ZAYN),FALSE,184280,92,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4
Truth HurtsLizzo,42,33,24,Lizzo,Truth Hurts,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",5qmq61DAAOUaW8AUo8xKhh,https://p.scdn.co/mp3-preview/c8bdc870ffc6044c84f0d52306a35551fb3d0263?cid=b8d3901151d34489a160e3cf0ab1fa94,Cuz I Love You (Deluxe),TRUE,173325,90,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
Wow.Post Malone,42,44,43,Post Malone,Wow.,"['dfw rap', 'melodic rap', 'rap']",7xQAfvXzm3AkraOtGPWIZg,,Hollywood's Bleeding,TRUE,149546,90,0.829,0.539,11,-7.359,0,0.208,0.136,1.78E-06,0.103,0.388,99.96,4
You Need To Calm DownTaylor Swift,42,21,18,Taylor Swift,You Need To Calm Down,"['dance pop', 'pop', 'post-teen pop']",6RRNNciQGZEXnqk8SQ9yv5,,Lover,FALSE,171360,86,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,4
BabyLil Baby & DaBaby,43,20,14,Lil Baby & DaBaby,Baby,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,85,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
Bad GuyBillie Eilish,43,38,30,Billie Eilish,Bad Guy,"['electropop', 'pop']",2Fxmhks0bxGSBdJ92vM42m,,WHEN WE ALL FALL ASLEE,FALSE,194087,96,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
Ballin'Mustard Featuring Roddy Ricch,43,22,14,Mustard Featuring Roddy Ricch,Ballin',"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3QzAOrNlsabgbMwlZt7TAY,,Perfect Ten,TRUE,180434,89,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
Beautiful PeopleEd Sheeran Featuring Khalid,43,24,17,Ed Sheeran Featuring Khalid,Beautiful People,"['pop', 'uk pop']",4evmHXcjt3bTUHD1cvny97,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=b8d3901151d34489a160e3cf0ab1fa94,Beautiful People (feat. Khalid),FALSE,197866,90,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
CallaitaBad Bunny & Tainy,43,20,20,Bad Bunny & Tainy,Callaita,"['latin', 'reggaeton', 'trap latino']",2TH65lNHgvLxCKXM3apjxI,https://p.scdn.co/mp3-preview/23c0b25cf824c1bfd7a814fe7cd1264c31a5a9dc?cid=b8d3901151d34489a160e3cf0ab1fa94,Callaita,TRUE,250533,92,0.61,0.624,2,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,4
Cash ShitMegan Thee Stallion Featuring DaBaby,43,20,18,Megan Thee Stallion Featuring DaBaby,Cash Shit,"['houston rap', 'pop', 'pop rap', 'trap queen']",2rMAtCaTj16NptyVfEIeAC,https://p.scdn.co/mp3-preview/887df8fd3f1a55e6b707e48ac3760d6e8c118184?cid=b8d3901151d34489a160e3cf0ab1fa94,Fever,TRUE,192539,81,0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028,4
Dancing With A StrangerSam Smith & Normani,43,45,41,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
GoodbyesPost Malone Featuring Young Thug,43,21,16,Post Malone Featuring Young Thug,Goodbyes,"['dfw rap', 'melodic rap', 'rap']",0t3ZvGKlmYmVsDzBJAXK8C,,Hollywood's Bleeding,TRUE,174853,91,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,4
How Do You Sleep?Sam Smith,43,20,14,Sam Smith,How Do You Sleep?,"['pop', 'post-teen pop', 'uk pop']",6b2RcmUt1g9N9mQ3CbjX2Y,,How Do You Sleep?,FALSE,202204,92,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,5
I Don't CareEd Sheeran & Justin Bieber,43,30,24,Ed Sheeran & Justin Bieber,I Don't Care,"['pop', 'uk pop']",3HVWdVOQ0ZA45FuZGSfvns,https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=b8d3901151d34489a160e3cf0ab1fa94,I Don't Care (with Justin Bieber),FALSE,219946,91,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4
I Don't Know About YouChris Lane,43,20,16,Chris Lane,I Don't Know About You,['contemporary country'],3yOs8FffuG6hPbzQG9lIqV,https://p.scdn.co/mp3-preview/cd9770406745703e8927b26b58e64af577cdcb9c?cid=b8d3901151d34489a160e3cf0ab1fa94,Laps Around The Sun,FALSE,207933,75,0.593,0.81,1,-5.733,1,0.0625,0.602,0,0.119,0.712,144.011,4
LalalaY2K & bbno$,43,21,17,Y2K & bbno$,Lalala,['pop rap'],51Fjme0JiitpyXKuyQiCDo,https://p.scdn.co/mp3-preview/3fa108534da58a2782b9c60b1c3a2d0aa18fb451?cid=b8d3901151d34489a160e3cf0ab1fa94,Lalala,TRUE,160626,92,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4
Money In The GraveDrake Featuring Rick Ross,43,23,19,Drake Featuring Rick Ross,Money In The Grave,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5ry2OE6R2zPQFDO85XkgRb,,The Best In The World Pack,TRUE,205426,89,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,4
My TypeSaweetie,43,20,17,Saweetie,My Type,"['cali rap', 'pop', 'pop rap', 'trap queen']",5KBARWIxeMGkvUax9VtVC9,https://p.scdn.co/mp3-preview/7a97ae9661d1c1acefeccf2b356435e722f547ae?cid=b8d3901151d34489a160e3cf0ab1fa94,ICY,TRUE,126446,81,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4
No GuidanceChris Brown Featuring Drake,43,28,20,Chris Brown Featuring Drake,No Guidance,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6XHVuErjQ4XNm6nDPVCxVX,https://p.scdn.co/mp3-preview/7c3bc7b4d1741a001463b570fe29f922d9c42bd6?cid=b8d3901151d34489a160e3cf0ab1fa94,Indigo,TRUE,260640,87,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,4
Old Town RoadLil Nas X Featuring Billy Ray Cyrus,43,42,34,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,"['country rap', 'lgbtq+ hip hop', 'pop rap']",2YpeDb67231RjR0MgVLzsG,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,157066,91,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
One Thing RightMarshmello & Kane Brown,43,23,18,Marshmello & Kane Brown,One Thing Right,"['brostep', 'progressive electro house']",4hPpVbbakQNv8YTHYaOJP4,https://p.scdn.co/mp3-preview/86a860d6266e657a2a47b7c2266a9a98c1ba564d?cid=b8d3901151d34489a160e3cf0ab1fa94,One Thing Right,FALSE,181823,86,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,4
Only HumanJonas Brothers,43,27,19,Jonas Brothers,Only Human,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",0DiDStADDVh3SvAsoJAFMk,,Happiness Begins,FALSE,183000,88,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,4
PaniniLil Nas X,43,26,18,Lil Nas X,Panini,"['country rap', 'lgbtq+ hip hop', 'pop rap']",6fTt0CH2t0mdeB2N9XFG5r,https://p.scdn.co/mp3-preview/8871fb467ee763bec16fe5260c103a1bb9e852d4?cid=b8d3901151d34489a160e3cf0ab1fa94,7 EP,FALSE,114893,85,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4
Prayed For YouMatt Stell,43,20,12,Matt Stell,Prayed For You,"['arkansas country', 'contemporary country', 'country pop']",4j6GMcVcqZf1r0GDqMtYp6,https://p.scdn.co/mp3-preview/b8c1e07200c9943a5f7edc8777fadede79f9e64b?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere But On,FALSE,210373,74,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64E-06,0.113,0.57,140.032,4
SenoritaShawn Mendes & Camila Cabello,43,26,18,Shawn Mendes & Camila Cabello,Senorita,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",0TK2YIli7K1leLovkQiNik,,Se±orita,FALSE,190960,94,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
Someone You LovedLewis Capaldi,43,32,24,Lewis Capaldi,Someone You Loved,"['pop', 'uk pop']",7qEHsqek33rTcFNT9PFqLf,,Divinely Uninspired To A Hellish Extent,FALSE,182160,96,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
SuckerJonas Brothers,43,38,34,Jonas Brothers,Sucker,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",22vgEDb5hykfaTwLuskFGD,,Happiness Begins,FALSE,181026,87,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4
SugeDaBaby,43,35,30,DaBaby,Suge,"['nc hip hop', 'rap']",2gwkD6igEhQbDQegRCcdoB,,Baby On Baby,TRUE,163320,88,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4
TalkKhalid,43,43,37,Khalid,Talk,"['alternative r&b', 'pop']",6TqXcAFInzjp0bODyvrWEq,https://p.scdn.co/mp3-preview/2fb54a9c23ec3124319df5739aa081bf9183fa8b?cid=b8d3901151d34489a160e3cf0ab1fa94,Free Spirit,FALSE,197573,84,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4
The Git UpBlanco Brown,43,20,20,Blanco Brown,The Git Up,['country rap'],2KKijf6Ett4kmVNJze2roh,https://p.scdn.co/mp3-preview/bf19add55f2da6c1095f0d2a5fc47fdf0c6c0634?cid=b8d3901151d34489a160e3cf0ab1fa94,Honeysuckle & Lightning Bugs,FALSE,200593,81,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,4
TimeNF,43,20,14,NF,Time,"['hip hop', 'pop rap', 'rap']",6MxMqCgqmekcr0VwSU7AVH,,The Search,FALSE,240428,79,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,4
Tip Of My TongueKenny Chesney,43,20,15,Kenny Chesney,Tip Of My Tongue,"['contemporary country', 'country', 'country road']",40ufL61vEaDaaOitYhnlQ7,https://p.scdn.co/mp3-preview/1aaa3d8e7f79f50d2b795aac98f972667fe4565c?cid=b8d3901151d34489a160e3cf0ab1fa94,Tip of My Tongue,FALSE,199413,74,0.669,0.559,5,-5.003,1,0.0251,0.0805,0,0.0703,0.491,95.001,4
TrampolineSHAED,43,29,21,SHAED,Trampoline,"['electropop', 'pop']",1iQDltZqI7BXnHrFy4Qo1k,,Trampoline (with ZAYN),FALSE,184280,92,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4
Truth HurtsLizzo,43,33,25,Lizzo,Truth Hurts,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",5qmq61DAAOUaW8AUo8xKhh,https://p.scdn.co/mp3-preview/c8bdc870ffc6044c84f0d52306a35551fb3d0263?cid=b8d3901151d34489a160e3cf0ab1fa94,Cuz I Love You (Deluxe),TRUE,173325,90,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
Wow.Post Malone,43,44,44,Post Malone,Wow.,"['dfw rap', 'melodic rap', 'rap']",7xQAfvXzm3AkraOtGPWIZg,,Hollywood's Bleeding,TRUE,149546,89,0.829,0.539,11,-7.359,0,0.208,0.136,1.78E-06,0.103,0.388,99.96,4
You Need To Calm DownTaylor Swift,43,21,19,Taylor Swift,You Need To Calm Down,"['dance pop', 'pop', 'post-teen pop']",6RRNNciQGZEXnqk8SQ9yv5,,Lover,FALSE,171360,86,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,4
BabyLil Baby & DaBaby,44,20,15,Lil Baby & DaBaby,Baby,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,85,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
Bad GuyBillie Eilish,44,38,31,Billie Eilish,Bad Guy,"['electropop', 'pop']",2Fxmhks0bxGSBdJ92vM42m,,WHEN WE ALL FALL ASLEE,FALSE,194087,96,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
Ballin'Mustard Featuring Roddy Ricch,44,22,15,Mustard Featuring Roddy Ricch,Ballin',"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3QzAOrNlsabgbMwlZt7TAY,,Perfect Ten,TRUE,180434,89,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
Beautiful PeopleEd Sheeran Featuring Khalid,44,24,18,Ed Sheeran Featuring Khalid,Beautiful People,"['pop', 'uk pop']",4evmHXcjt3bTUHD1cvny97,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=b8d3901151d34489a160e3cf0ab1fa94,Beautiful People (feat. Khalid),FALSE,197866,90,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
Cash ShitMegan Thee Stallion Featuring DaBaby,44,20,19,Megan Thee Stallion Featuring DaBaby,Cash Shit,"['houston rap', 'pop', 'pop rap', 'trap queen']",2rMAtCaTj16NptyVfEIeAC,https://p.scdn.co/mp3-preview/887df8fd3f1a55e6b707e48ac3760d6e8c118184?cid=b8d3901151d34489a160e3cf0ab1fa94,Fever,TRUE,192539,81,0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028,4
Dancing With A StrangerSam Smith & Normani,44,45,42,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
GoodbyesPost Malone Featuring Young Thug,44,21,17,Post Malone Featuring Young Thug,Goodbyes,"['dfw rap', 'melodic rap', 'rap']",0t3ZvGKlmYmVsDzBJAXK8C,,Hollywood's Bleeding,TRUE,174853,91,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,4
How Do You Sleep?Sam Smith,44,20,15,Sam Smith,How Do You Sleep?,"['pop', 'post-teen pop', 'uk pop']",6b2RcmUt1g9N9mQ3CbjX2Y,,How Do You Sleep?,FALSE,202204,92,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,5
I Don't CareEd Sheeran & Justin Bieber,44,30,25,Ed Sheeran & Justin Bieber,I Don't Care,"['pop', 'uk pop']",3HVWdVOQ0ZA45FuZGSfvns,https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=b8d3901151d34489a160e3cf0ab1fa94,I Don't Care (with Justin Bieber),FALSE,219946,91,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4
I Don't Know About YouChris Lane,44,20,17,Chris Lane,I Don't Know About You,['contemporary country'],3yOs8FffuG6hPbzQG9lIqV,https://p.scdn.co/mp3-preview/cd9770406745703e8927b26b58e64af577cdcb9c?cid=b8d3901151d34489a160e3cf0ab1fa94,Laps Around The Sun,FALSE,207933,75,0.593,0.81,1,-5.733,1,0.0625,0.602,0,0.119,0.712,144.011,4
LalalaY2K & bbno$,44,21,18,Y2K & bbno$,Lalala,['pop rap'],51Fjme0JiitpyXKuyQiCDo,https://p.scdn.co/mp3-preview/3fa108534da58a2782b9c60b1c3a2d0aa18fb451?cid=b8d3901151d34489a160e3cf0ab1fa94,Lalala,TRUE,160626,92,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4
Money In The GraveDrake Featuring Rick Ross,44,23,20,Drake Featuring Rick Ross,Money In The Grave,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5ry2OE6R2zPQFDO85XkgRb,,The Best In The World Pack,TRUE,205426,89,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,4
My TypeSaweetie,44,20,18,Saweetie,My Type,"['cali rap', 'pop', 'pop rap', 'trap queen']",5KBARWIxeMGkvUax9VtVC9,https://p.scdn.co/mp3-preview/7a97ae9661d1c1acefeccf2b356435e722f547ae?cid=b8d3901151d34489a160e3cf0ab1fa94,ICY,TRUE,126446,81,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4
